Sl. No.	Product ID	Product JSON	Product Name	Brand Name
11	11983441#Walmart.com	{u'Product Short Description': [u'FIFA Soccer 10 provides sports fans with a soccer videogame experience that matches the complexity finesse and beauty of the real-world game. A simple innovative two button control system offers a free flowing soccer experience offering up a wide range of passes and tackles at full speed with incredibly tight movements. The responsive shooting system provides a host of attacking options whether it be testing the keeper with a long range thunderbolt or rounding the keeper and finishing with a touch of class. Six different match camera angles and stunning slow motion replays ensure youll never miss a goal free kick or glory run ever again!'], u'Product Segment': [u'Electronics'], u'Assembled Product Length': [u'5'], u'Assembled Product Width': [u'.5'], u'Product Long Description': [u'<ul><li>More responsive gameplay: Various areas of the game have been enhanced to allow for a more fluid experience. Heading and crossing have been improved player switching is now more effective skill moves are now easier to pull off players now have the ability to auto-evade slide tackles in certain scenarios and quick free kicks have been added so the user can keep the game tempo going. New collision avoidance system means that players are less likely to get in the way and collide with teammates.</li><li>Improved goalkeepers: Goalkeeper AI intelligence has been improved so that keepers now make more authentic decisions with improved variation in shot stopping and deflections. They are quicker off their line in 1 on 1 situations and behave in line with their overall team styles.</li><li>Individual Team Styles: New Team Styles will allow you to change your style of play based on your opposition to create a more dynamic experience while exploiting weaknesses in their game and building on your own teams strengths. There are 9 attacking and 5 defensive general styles as well as 13 special case teams with their own unique style of play based on the real world.</li><li>Pre-match scouting reports: Learning to play professional football the correct way is even easier now with insight from your manager. Scout Reports will provide a pre-match scouting report helping plan your attack against every opponent highlighting their team style and key players to watch out for giving you tactical advice on how to beat them.</li><li>ESRB Rating: EVERYONE</li></ul>'], u'Product Name': [u'FIFA Soccer 10 (PSP)'], u'Assembled Product Height': [u'7.5'], u'Product Type': [u'Video Game Consoles'], u'Item ID': [u'11983441']}	FIFA Soccer 10 (PSP)	FIFA
12	13073643	{u'Product Short Description': [u'Features: -Number of outlets: 3. -Joules of surge protection: 918 J. -Protection type: Power. -Response time: 1 ns. Item: -Surge Protectors. Generic Specifications: -Noise protection: Up to 40 dB EMI/RFI noise filtration. Dimensions: Overall Height - Top to Bottom: -2.2 Inches. Overall Width - Side to Side: -5.2 Inches. Overall Depth - Front to Back: -6.2 Inches. Overall Product Weight: -0.55 Pounds. Management Power Power Supplies Mgt Office Protectors holidays, christmas gift gifts for girls boys'], u'Category': [u'Surge Protectors & Power Strips'], u'Product Segment': [u'Electronics'], u'Items Included': [u'Surge Protectors'], u'Assembled Product Length': [u'6.2'], u'Manufacturer Part Number': [u'BLKBZ103050QTVL'], u'Country of Origin: Components': [u'Imported'], u'UPC': [u'722868656792'], u'Warranty Length': [u'See item description for warranty information'], u'GTIN': [u'GTIN_255045_00722868656792'], u'Assembled Product Width': [u'5.2'], u'Product Name': [u'Belkin Mini Surge Protector with USB Charger'], u'Assembled Product Height': [u'2.2'], u'Product Type': [u'Surge Suppressors'], u'Warranty Information': [u'See item description for warranty information'], u'Product Long Description': [u'DD4334<br /><strong>Features</strong><br /><li>Number of outlets: 3</li><li>Joules of surge protection: 918 J</li><li>Protection type: Power</li><li>Response time: 1 ns</li><li>Item: Surge Protectors</li> <br /><strong>Generic Specifications</strong><br /><li>Noise protection: Up to 40 dB EMI/RFI noise filtration</li> <br /><strong>Dimensions</strong><br /><li>Overall Height - Top to Bottom: 2.2 Inches</li><li>Overall Width - Side to Side: 5.2 Inches</li><li>Overall Depth - Front to Back: 6.2 Inches</li><li>Overall Product Weight: 0.55 Pounds</li>']}	Belkin Mini Surge Protector with USB Charger	Belkin
13	39357658#Focus Camera	{u'Item ID': [u'39357658'], u'Product Type': [u'Cell Phone Cases'], u'Product Segment': [u'Electronics'], u'Product Name': [u'Gaiam Hydrangea Wood Case for iPhone 5 - Brown/Black'], u'Product Long Description': [u'Model: 04-4756R. Natural Wood Design to Embrace your Eco-Lifestyle Sleek form-fitting iPhone 5 case provides a natural maple wood design with the protection of a hard shell case. Gaiam Exclusive Hydrangea Print. - About Gaiam - Gaiam was created as a lifestyle company with the vision that given a choice people would choose a lifestyle that is healthy and life enhancing for themselves their families and the Earth. The Gaiam lifestyle is a vote for individual health as well as the future sustainability of the Earths resources. Gaiam strives to provide customers with alternatives to traditional products by offering natural or healthy versions that compare with the style quality and price of conventional products.']}	Gaiam Hydrangea Wood Case for iPhone 5 - Brown/Black	Gaiam
14	41031895	{u'Product Short Description': [u'Visiontek 900308 Radeon 4350 Graphic Card - 512 MB DDR2 SDRAM - PCI Express x1 - 800 MHz Memory Clock - 2560 x 1600'], u'Category': [u'Graphics Cards'], u'Product Segment': [u'Electronics'], u'Assembled Product Length': [u'6.7'], u'Manufacturer Part Number': [u'900308'], u'Country of Origin: Components': [u'USA and/or Imported'], u'UPC': [u'65OLEHjP0633'], u'GTIN': [u'II65OLEHjP0633'], u'Product Name': [u'Visiontek 900308 Radeon 4350 Graphic Card - 512 MB DDR2 SDRAM - PCI Express x1 - 800 MHz Memory Clock - 2560 x 1600'], u'Assembled Product Height': [u'2.4'], u'Product Type': [u'Computer Video Cards'], u'Warranty Information': [u'Y'], u'Condition': [u'New'], u'Product Long Description': [u'<p>Save time and energy with the VisionTek Productivity Series ATI Radeon HD 4350 graphics cards which provide optimal performance, break-through efficiency and stability. These graphics cards are a great option for business users who engage in video conferencing or use creative applications that require fast frame rates and exceptional visual quality. With platform-independent intelligent power management, the ATI Radeon HD 4350 Series graphics cards deliver the power needed to blaze through even the most intense applications while intuitively conserving energy at idle or when demand is low. Expand your visual workspace with multi- monitor support for advanced multi- tasking to help you get more done in less time. AMD also offers monthly ATI Catalyst driver updates and industry leading customer support for your ATI Radeon graphics products.</p><p><b>General Information</b><ul><li>Manufacturer: VisionTek Products, LLC</li><li>Manufacturer Part Number: 900308</li><li>Brand Name: Visiontek</li><li>Product Model: 900308</li><li>Product Name: 900308 Radeon HD 4350 Graphics Card</li><li>Package Type: Retail</li><li>Product Type: Graphic Card</li></ul></p><p><b>Technical Information</b><ul><li>Maximum Resolution: 2560 x 1600</li><li>Digital Signal: Yes</li><li>API Supported: DirectX 10.1</li></ul></p><p><b>Processor & Chipset</b><ul><li>Chipset Manufacturer: ATI</li><li>Chipset Line: Radeon</li><li>Chipset Series: HD 4000</li><li>Chipset Model: 4350</li></ul></p><p><b>Memory</b><ul><li>Standard Memory: 512 MB</li><li>Memory Speed: 800 MHz</li><li>Memory Technology: DDR2 SDRAM</li><li>Bus Width: 128 bit</li></ul></p><p><b>Interfaces/Ports</b><ul><li>Host Interface: PCI Express x1</li></ul></p><p><b>Physical Characteristics</b><ul><li>Height: 2.4</li><li>Length: 6.7</li></ul></p><p><b>Warranty</b><ul><li>Limited Warranty: 3 Year</li></ul></p>']}	Visiontek 900308 Radeon 4350 Graphic Card - 512 MB DDR2 SDRAM - PCI Express x1 - 800 MHz Memory Clock - 2560 x 1600	Visiontek
15	40501482#Monoprice Inc	{u'Item ID': [u'40501482'], u'Product Type': [u'Audio/Video Cables'], u'Product Segment': [u'Electronics'], u'Product Name': [u'Ultra Slim 18Gbps Active High Speed HDMI Cable with RedMere Technology 6ft Blue'], u'Product Long Description': [u'The new HDMI specification adds several new features including an over 75% increase in the bandwidth requirement from 10.2Gbps to 18Gbps. These new High Speed HDMI Cables have been engineered to deliver at least the full 18Gbps data required by the new HDMI spec.<br><br>RedMere Technology allows these cables to support the full 18Gbps to longer distances while using thinner conductors than ordinary cables. A typical passive High Speed HDMI Cable can reach a maximum length of 25 feet using 22AWG conductors which results in a cable as thick as your index finger. On the other hand High Speed HDMI Cables with RedMere Technology can deliver the full 18Gbps bandwidth to up to 60 feet using 28AWG conductors which results in a cable about half the diameter.<br><br>While existing High Speed HDMI Cables can handle each individual feature in the new spec real-world video usage usually employs more than one HDMI feature at the same time. The difference between the older 10.2Gbps cables and these newer 18Gbps cables is the need to compromise in your choices versus no need for compromise.<br><br>In addition to all the High Speed HDMI features these cables support all of the following features from the latest HDMI spec:<br><br>* 4096x2160p (4K) UHDTV resolution @ 60 Hz refresh rate<br>* Up to 32 audio channels<br>* Up to 1536 kHz audio sampling rate<br>* Simultaneous delivery of dual video streams<br>* Simultaneous delivery of multi-stream audio to 4 clients<br>* Full support for the 21:9 cinema aspect ratio<br>* Dynamic synchronization of audio and video streams<br>* Extended CEC (Consumer Electronics Control) commands and functions<br><br><br>*** 30-day easy returns. No restocking fee. Free lifetime technical support. Limited lifetime warranty. ***']}	Ultra Slim 18Gbps Active High Speed HDMI Cable with RedMere Technology 6ft Blue	
16	21130586#Tech For Less Inc	{u'Item ID': [u'21130586'], u'Product Type': [u'Computer Cables'], u'Product Segment': [u'Electronics'], u'Product Name': [u'Cables To Go 38057 6 Feet Projector Cable - 1 x M1 Male 1 x HD15 Male 1 x USB-A Male - Black'], u'Product Long Description': [u'Cables To Go 38057 6 Feet Projector Cable - 1 x M1 Male 1 x HD15 Male 1 x USB-A Male - Black.<ul><li>Model number: 38057</li><li>Product Name: Cables To Go 38057 Projector Cable</li><li>Product Type: Projector Cable</li><li>Color: Black</li><li>Cable Length: 6 Feet</li><li>Connector 1: 1 x M1 Male</li><li>Connector 2: 1 x HD15 Male 1 x USB-A Male</li></ul>']}	Cables To Go 38057 6 Feet Projector Cable - 1 x M1 Male 1 x HD15 Male 1 x USB-A Male - Black	Cables To Go
17	22645115	{u'Product Short Description': [u'For the rugged individualist, the 15 Premium Leather Sleeve in Vintage is unlike any other.'], u'Category': [u'Laptop Cases & Bags'], u'Product Segment': [u'Electronics'], u'Color': [u'Multicolor'], u'Actual Color': [u'Multicolor'], u'UPC': [u'813683101571'], u'Country of Origin: Components': [u'USA and/or Imported'], u'GTIN': [u'00813683101571'], u'Product Name': [u'MacCase L15SL-VN 15 inch Premium Leather MacBook Pro Sleeve - Vintage'], u'Product Type': [u'Laptop Bags & Cases'], u'Warranty Information': [u'N'], u'Product Long Description': [u'For the rugged individualist, the 15 Premium Leather Sleeve in Vintage is unlike any other- The Vintage hide gives each Sleeve a unique and original character- The gold standard in design and protection-- SKU: MCSE026']}	MacCase L15SL-VN 15 inch Premium Leather MacBook Pro Sleeve - Vintage	MacCase
18	40870415	{u'Product Short Description': [u'Seagate Backup Plus Portable STDR2000100 2 TB External Hard Drive - USB 3.0 - Portable - Black'], u'Category': [u'External Hard Drives'], u'Assembled Product Length': [u'0.5'], u'Product Segment': [u'Electronics'], u'Color': [u'Black'], u'Actual Color': [u'Black'], u'Assembled Product Width': [u'3.0'], u'Manufacturer Part Number': [u'STDR2000100'], u'Country of Origin: Components': [u'USA and/or Imported'], u'UPC': [u'59OKdVbx1367'], u'Hard Drive Capacity': [u'2 TB'], u'GTIN': [u'II59OKdVbx1367'], u'Interface Type': [u'USB 3.0'], u'Product Name': [u'Seagate Backup Plus Portable STDR2000100 2 TB External Hard Drive - USB 3.0 - Portable - Black'], u'Warranty Information': [u'Y'], u'Internal/External': [u'External'], u'Product Type': [u'Hard Drives'], u'Assembled Product Height': [u'4.5'], u'Product Long Description': [u'<p><b>Seagate Backup Plus, easy automatic backup for your digital life on your computer and the cloud<br /><br /></b>The Seagate&reg; Backup Plus portable drive simplifies backup for consumers who want to protect their entire digital life locally, in the cloud or from social networks. The metal design allows you to slide the drive into your pocket, purse or briefcase and carry it with you. Via the Seagate Dashboard, use the Protect function to set up a one-click plan or schedule your automatic local backup. Keep multiple copies of your files in case disaster strikes.<br /><br />With the Save feature, user-generated content can be backed up from your favorite social networks. Many people now use their smartphones to capture priceless moments. While these devices are handy and readily available, storage is not their strong suit. Capture a memory, post it on a social networking site and let the Seagate Dashboard automatically back up any content posted, even photos that you are tagged in. Even if the file gets accidentally deleted from your smartphone, another copy can be waiting.</p> <p><b> </b></p><p><b>General Information</b><ul><li>Manufacturer: Seagate Technology</li><li>Manufacturer Part Number: STDR2000100</li><li>Brand Name: Seagate</li><li>Product Line: Backup Plus</li><li>Product Series: Portable</li><li>Product Model: STDR2000100</li><li>Product Name: Backup Plus Portable STDR2000100 Hard Drive</li><li>Product Type: Hard Drive</li></ul></p><p><b>Technical Information</b><ul><li>Storage Capacity: 2 TB</li></ul></p><p><b>Network & Communication</b><ul><li>Wireless LAN: No</li></ul></p><p><b>Interfaces/Ports</b><ul><li>Host Interface: USB 3.0</li></ul></p><p><b>Physical Characteristics</b><ul><li>Color: Black</li><li>Drive Type: External</li><li>Form Factor: Portable</li><li>Height: 4.5</li><li>Width: 3</li><li>Depth: 0.5</li><li>Weight (Approximate): 4.80 oz</li></ul></p><p><b>Miscellaneous</b><ul><li>Package Contents: <ul> <li>Backup Plus Portable STDR2000100 Hard Drive</li> <li>Seagate Dashboard pre-loaded on drive</li> <li>NTFS driver for Mac pre-loaded on drive</li> <li>18-inch USB 3.0 cable</li> <li>Quick start guide</li> </ul></li></ul></p><p><b>Warranty</b><ul><li>Limited Warranty: 2 Year</li></ul></p>']}	Seagate Backup Plus Portable STDR2000100 2 TB External Hard Drive - USB 3.0 - Portable - Black	Seagate Backup Plus
19	14932089	{u'Category': [u'Wrist Pads'], u'Product Segment': [u'Electronics'], u'Country of Origin: Components': [u'Imported'], u'GTIN': [u'00686024514527'], u'Composite Wood Code': [u'No'], u'Type': [u'Wrist Rests'], u'Product Short Description': [u'<li>Ergonomically designed<li>Protects against carpal tunnel inflammation<li>Softer than fabric and smoother than gel'], u'Material': [u'Gel'], u'Manufacturer Part Number': [u'IVR51452'], u'Has Mercury': [u'N'], u'Product Name': [u'Innovera Softskin Gel Wrist Rest, Black'], u'Product Type': [u'Mouse Pads'], u'Actual Color': [u'Black'], u'UPC': [u'686024514527'], u'Assembled Product Width': [u'0.0'], u'Warranty Length': [u'1 Year'], u'Assembled Product Height': [u'0.0'], u'Product Long Description': [u'<strong>Innovera Softskin Gel Wrist Rest:</strong><li>Ergonomically designed</li><li>Protects against carpal tunnel inflammation</li><li>Softer than fabric and smoother than gel</li><li>Color: Black</li>'], u'Features': [u'Protects against carpal tunnel inflammation'], u'Color': [u'Black'], u'Assembled Product Length': [u'0.0'], u'Lifestage': [u'Adult|Teen'], u'Warranty Information': [u'Manufacturers one-year warranty.'], u'CPSC-Regulated Indicator': [u'N']}	Innovera Softskin Gel Wrist Rest, Black	Innovera Softskin
20	41486854	{u'Product Short Description': [u'Fosmon TOUCH 0.26mm Tempered Glass Screen Protector Shield Film Guard for Apple iPhone 6 (4.7) - 1 Pack'], u'Warranty Information': [u'N'], u'Product Segment': [u'Electronics'], u'Manufacturer Part Number': [u'SPS30091'], u'Country of Origin: Components': [u'USA and/or Imported'], u'UPC': [u'879565300913'], u'GTIN': [u'00879565300913'], u'Product Name': [u'Fosmon TOUCH 0.26mm Tempered Glass Screen Protector Shield Film Guard for Apple iPhone 6 (4.7) - 1 Pack'], u'Product Type': [u'Screen Privacy Filters'], u'Product Long Description': [u'<p>Fosmon TOUCH is a chemically strengthened 9H hardness screen protector that is three times stronger than traditional PET film. The thermal resistance screen protector is engineered with strength and safety in mind while maintaining the stunning display quality of your Apple iPhone 6 4.7 with crisp and clear visibility. The Fosmon TOUCH is one of the thinnest glass screen protectors available. If broken, the TOUCH screen protector will not shatter into sharp pieces, making it safer compared to other glass products. The oleophobic coating on Fosmon TOUCH provides smooth touchscreen experience without traces of fingerprints and other contaminants while giving you a realistic feel, without hindering your devices powerful capabilities. The rounded corners of the Fosmon TOUCH are uniquely crafted and designed to prevent chipping at the edges of the screen protector. The abrasion resistant material guards against scratches, smears, dust, and dirt. The screen protectors hard coating surface is designed to provide outstanding protection without affecting the responsiveness of your display. The anti-static self-adhesive layer ensures an easy and bubble free installation. This specially designed layer acts as the perfect sealant for a longer product life cycle.</p>']}	Fosmon TOUCH 0.26mm Tempered Glass Screen Protector Shield Film Guard for Apple iPhone 6 (4.7) - 1 Pack	Fosmon
21	41269236	{u'Product Short Description': [u'Features:&#xA;&#xA;<ul><li>3/4&quot; textile dome tweeters (pair)</li><li>flush- and surface-mount hardware included</li><li>Starfish&#x2122; bracket for mounting in factory tweeter locations</li><li>2,500 Hz passive in-line crossovers included</li><li>power handling: 5-45 watts RMS (135 watts peak power)</li><li>frequency response: 2,500-21,000 Hz</li><li>sensitivity: 93 dB</li><li>top-mount depth: 13/16&quot;</li></ul>'], u'Category': [u'Speakers'], u'Product Segment': [u'Vehicles, Parts & Accessories'], u'Manufacturer Part Number': [u'REF-075TX'], u'Country of Origin: Components': [u'USA and/or Imported'], u'UPC': [u'050667368517'], u'GTIN': [u'00050667368517'], u'Product Name': [u'INFINITY 075TX 0.75 3/4 270W REFERENCE CAR AUDIO STEREO TWEETERS PAIR NEW'], u'Product Type': [u'Car Speakers'], u'Warranty Information': [u'Y'], u'Condition': [u'New'], u'Product Long Description': [u'Features:&#xA;&#xA;<ul><li>3/4&quot; textile dome tweeters (pair)</li><li>flush- and surface-mount hardware included</li><li>Starfish&#x2122; bracket for mounting in factory tweeter locations</li><li>2,500 Hz passive in-line crossovers included</li><li>power handling: 5-45 watts RMS (135 watts peak power)</li><li>frequency response: 2,500-21,000 Hz</li><li>sensitivity: 93 dB</li><li>top-mount depth: 13/16&quot;</li></ul>']}	INFINITY 075TX 0.75 3/4 270W REFERENCE CAR AUDIO STEREO TWEETERS PAIR NEW	INFINITY
22	40501086#Monoprice Inc	{u'Item ID': [u'40501086'], u'Product Type': [u'Power Cables'], u'Product Segment': [u'Electronics'], u'Product Name': [u'1ft 16AWG Power Cord Cable w/ 3 Conductor PC Power Connector Socket (C13/5-15P) - Black'], u'Product Long Description': [u'Whether the power cable that came with your equipment are too long or too short you can find replacement cables in the perfect length right here.&nbsp; The standard&nbsp;3 prong wall plug (NEMA 5-15p)&nbsp;to PC connector (IEC C13) cable was made commonplace by PC power supplies.&nbsp;&nbsp;Today they can be found&nbsp;providing&nbsp;power&nbsp;connections for&nbsp;many different products such as computers monitors printer projectors and HDTVs.&nbsp; These cables are great for replacing damaged cables or for keeping cables neat and tidy by&nbsp;allowing you to use&nbsp;only the lengths you need. 16AWG is a great medium weight cable; thick but not too unyielding.&nbsp; These cables are designed to carry up to a 13 amp 125 volt load.&nbsp; They are safe strong and reliable.']}	1ft 16AWG Power Cord Cable w/ 3 Conductor PC Power Connector Socket (C13/5-15P) - Black	
23	42523738	{u'Category': [u'Desktops'], u'Product Segment': [u'Electronics'], u'Country of Origin: Components': [u'USA and/or Imported'], u'Electronics Certifications': [u'Energy Star'], u'GTIN': [u'II67OMZUw70119'], u'Energy Star': [u'Y'], u'Monitor Type': [u'19'], u'Keyboard Included': [u'Y'], u'Touchscreen': [u'N'], u'RAM Memory': [u'4'], u'Operating System': [u'Windows 7 Professional 32 Bit'], u'Operating System Required': [u'Y'], u'Wireless': [u'N'], u'Product Long Description': [u'<p>The Refurbished Lenovo ThinkCentre M58p desktop PC & 19 Flat Panel LCD delivers powerhouse computing thats ideal for everyone. The Lenovo ThinkCentre M58p comes with a Intel Core 2 Duo 3000 MHz processor, and the Genuine Windows 7 Professional 32 Bit Operating System along with word document, spreadsheet application & a shortcut to Microsoft Free virus protection. This desktop computer also includes 4096mb of DDR2 memory, a 1 Terabyte Serial ATA hard drive, DVD ROM optical drive and a NEW keyboard / mouse.</p> <p> </p> <p>This desktop comes fully loaded with Microsoft Windows 7 Professional 32 Bit! This package will arrive with a restore partition and has been recently restored with Windows so you will be the first to use it. The restore partition will allow you to restore your computer back to the original state of purchase at any time and prevent expensive trips to the computer repair shop. This desktop has also been updated with a list of additional programs to compliment Microsoft Windows 7 Professional 32 Bit. Included is a Microsoft compatible Office program which provides word processing, spreadsheets, presentations, graphics, database software and more. It also comes with a shortcut to Microsofts Free Anti-Virus program along with Windows Media Player, Internet Explorer (Internet Browser), DVD viewing software and many other great Windows programs and features.</p> <p> </p> Product Features <li><strong>Brand Name</strong> - Lenovo</li> <li><strong>Product Model</strong> - ThinkCentre M58p</li> <li><strong>Form Factor</strong> - Small Form Factor</li> <li><strong>Processor Type</strong> - Intel Core 2 Duo</li> <li><strong>Processor Speed</strong> - 3000 MHz</li> <li><strong>Hard Drive</strong> - 1 Terabyte Serial ATA</li> <li><strong>Memory Installed</strong> - 4096mb</li> <li><strong>Maximum Memory</strong> - 8192MB</li> <li><strong>Optical Drive</strong> - DVD ROM</li> <li><strong>Networking</strong> -10/100/1000 internal network card</li> <li><strong>Hardware Included</strong> - New Standard USB Keyboard and Mouse</li> <li><strong>Operating System</strong> - Genuine Windows 7 Professional 32 Bit</li> <li><strong>Software Installed</strong> - Windows 7 Professional 32 Bit, word document, spreadsheet application & a shortcut to Microsoft Free virus protection</li> <li><strong>Ports</strong> - The Lenovo ThinkCentre M58p has all of the standard ports and slots required for everyday use</li> <li><strong>Screen Size</strong> - 19 Lenovo LCD Monitor</li> <li><strong>Standard Warranty</strong> - 60 Day</li> <li><strong>Package Contents</strong> - Lenovo ThinkCentre M58p loaded with Windows 7 Professional 32 Bit, power cord, software registration instructions, 19 Lenovo LCD Monitor, and a 60 Day warranty.</li> <p> </p> <p><strong>Purchase from US Micro Corp a Microsoft Authorized Refurbisher and know that all Licenses and software are Legal and Legit. Microsoft Authorized Refurbishers have years of experience professionally refurbishing computers and servers using data security and environmental and sustainability best practices and compliance methods.</strong></p>'], u'Product Name': [u'Off Lease REFURBISHED IBM Lenovo M58p C2D 3.0GHz 4GB 1TB DVD Win 7 Pro Desktop Computer + 19 LCD'], u'E-Waste Recycling Compliance Required': [u'Y'], u'Solid-State Drive': [u'N'], u'Product Type': [u'Desktop Computers'], u'Screen Size': [u'19'], u'Product Short Description': [u'<p><h3>Lenovo ThinkCentre M58p Intel Core 2 Duo 3000 MHz REFURBISHED Desktop + 19'], u'Desktop Computer Type': [u'Desktops with Monitor'], u'Warranty Provider': [u'Supplier'], u'Actual Color': [u'Black'], u'UPC': [u'67OMZUw70119'], u'Processor Core Type': [u'Intel Core 2 Duo'], u'Warranty Length': [u'60 Days'], u'Processor Speed': [u'3.0'], u'RAM Memory Type': [u'DDR2'], u'Features': [u'1 Display Port'], u'Computer Mouse Included': [u'Y'], u'Computer Mouse Type': [u'NEW Standard USB'], u'Memory Capacity': [u'8'], u'Color': [u'Black'], u'Hard Drive Capacity': [u'1000'], u'Wireless Keyboard Included': [u'N'], u'Warranty Information': [u'Seller Warranty: 60 days Parts and Labor'], u'Processor Type': [u'Intel Core 2 Duo']}	Off Lease REFURBISHED IBM Lenovo M58p C2D 3.0GHz 4GB 1TB DVD Win 7 Pro Desktop Computer + 19 LCD	IBM Lenovo
24	43091606#Tech For Less Inc	{u'Item ID': [u'43091606'], u'Product Type': [u'Printers & All-in-Ones'], u'Product Segment': [u'Electronics'], u'Product Name': [u'Canon PIXMA 9539B002 MG6620 Wireless Photo All-in-One Inkjet Printer - 4800 x 1200 dpi Color 600 x 600 dpi Black - 3.0-inch LCD Display - USB - 100-240V AC 50-60 Hz - Black'], u'Product Long Description': [u'Canon PIXMA 9539B002 MG6620 Wireless Photo All-in-One Inkjet Printer - 4800 x 1200 dpi Color 600 x 600 dpi Black - 3.0-inch LCD Display - USB - 100-240V AC 50-60 Hz - Black.<ul><li>Model number: MG6620</li><li>Product Name: Canon MG6620 Printer</li><li>Product Type: Printer</li><li>Color: Black</li><li>Functions: Printer Scanner Copier</li><li>Print Resolution: Color: 4800 x 1200 dpi; Black: 600 x 600 dpi</li><li>Print Speed: Black ESAT: 15 ipm; Color ESAT: 9.7 ipm; 4 x 6 inches Borderless Photo: 44 seconds</li><li>Number of Nozzles: Color: 3072; Pigment Black: 1024</li><li>Minimum Ink Droplet Size: 2 or 5 picoliter</li><li>Ink Type: Dye: Cyan magenta yellow black; Pigment: Pigment black</li><li>Ink Palette: Cyan magenta yellow black pigment black</li><li>Ink Cartridge Configuration: Cyan magenta yellow black pigment black</li><li>Compatible Ink Cartridges: PGI-250 Pigment Black XL CLI-251 Cyan XL CLI-251 Magenta XL CLI-251 Yellow XL CLI-251 Black XL PGI-250 Pigment Black CLI-251 Cyan CLI-251 Magenta CLI-251 Yellow CLI-251 Black</li><li>Print Archival Life: Up to 300 years in archival storage</li><li>Paper Sizes: 4 x 6 inches 5 x 7 inches Letter Legal U.S. Number 10 Envelopes</li><li>Paper Compatibility: Plain: Plain Paper Canon High Resolution Paper; Super High Gloss: Photo Paper Pro Platinum; Glossy: Photo Paper Plus Glossy II Photo Paper Glossy; Semi-Gloss: Photo Paper Plus Semi-Gloss Photo Paper Pro Luster; Matte: Matte Photo Paper; Envelope: U.S. Number 10 Envelope</li><li>Scanner Image Sensor: CIS</li><li>Optical Resolution: 1200 x 2400 dpi</li><li>Interpolated Resolution: 19200 x 19200 dpi</li><li>Color Depth: Color: 48-bit input/24-bit output; Grayscale: 16-bit input/8-bit output</li><li>Reflective Scan Area: 8.5 x 11.7 inches</li><li>Maximum Number of Copies: 99</li><li>First Copy-Out Time: Color: 18 seconds</li><li>Reduction/Enlargement: 25-400 percentages in 1 percentage units</li><li>Intensity Adjustment: 9 positions auto intensity</li><li>Maximum Paper Width: 8.5 inches</li><li>Maximum Printable Area: 8.0 x 13.7 inches 8.5 inches wide for borderless</li><li>Media Weight: 17-28 lbs</li><li>Paper Capacity: Output Tray: 100 sheets plain paper or 20 sheet of 4 x 6 inches photo paper</li><li>Computer Interface: USB 2.0</li><li>Wireless Standard: IEEE 802.11b/g/n Wi-Fi with NFC</li><li>Memory Card Compatibility: SD and SDHC Memory Stick Duo Memory Stick PRO Duo miniSD and miniSDHC (with adapter) microSD and microSDHD (with adapter) Memory Stick Micro (with adapter)</li><li>Protocol: TCP/IP</li><li>Wireless Range: 50 meter</li><li>Supported Operating Systems: Windows XP SP3 (32-bit) Vista SP1 Vista SP2 7 7 SP1 8 8.1 Mac OS X 10.6.8-10.9</li><li>Display Size: 3.0 inches</li><li>Display Type: LCD Touchscreen</li><li>Power Requirements: 100-240V AC</li><li>Frequency Range: 50-60 Hz</li><li>Power Consumption: 12 Watts</li><li>Power Consumption in Stand-by Mode: 0.9 Watts</li><li>Power Consumption in Off Mode: 0.2 Watts</li><li>Manufacturer Warranty: 1 Year Limited</li><li>Dimensions: 18.0 x 5.9 x 14.6 inches</li><li>Weight: 14.0 lbs</li></ul>']}	Canon PIXMA 9539B002 MG6620 Wireless Photo All-in-One Inkjet Printer - 4800 x 1200 dpi Color 600 x 600 dpi Black - 3.0-inch LCD Display - USB - 100-240V AC 50-60 Hz - Black	Canon PIXMA
